date,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,traffic_volume,speed_avg,seconds_zone
2017-01-01 00:00:00,294.2,1008,68,2.77,185,,,,,1,,,
2017-01-01 01:00:00,292.43,1009,73,2.94,198,,,,,1,,,
2017-01-01 02:00:00,291.33,1010,83,1.54,200,,,,,20,,,
2017-01-01 03:00:00,290.34,1010,83,1.54,140,,,,,1,,,
2017-01-01 04:00:00,289.07,1010,88,2.54,220,,,,,1,,,
2017-01-01 05:00:00,288.01,1010,88,1.82,224,,,,,1,,,
2017-01-01 06:00:00,287.82,1011,89,1.5,130,,,,,20,,,
2017-01-01 07:00:00,285.79,1010,93,1.46,290,,,,,20,,,
2017-01-01 08:00:00,286.09,1011,94,1.16,288,,,,,90,,,
2017-01-01 09:00:00,286.44,1011,88,2.57,0,,,,,90,,,
2017-01-01 10:00:00,286.16,1011,82,1.54,30,,,,,90,,,
2017-01-01 11:00:00,286.27,1012,71,2.82,310,,,,,90,,,
2017-01-01 12:00:00,285.75,1012,61,2.1,340,,,,,90,,,
2017-01-01 13:00:00,284.45,1012,58,1.54,330,,,,,1,,,
2017-01-01 14:00:00,284.24,1012,58,3.14,340,,,,,1,,,
2017-01-01 15:00:00,285.54,1013,58,2.92,352,,,,,1,,,
2017-01-01 16:00:00,287.84,1013,48,1.54,20,,,,,20,,,
2017-01-01 17:00:00,289.6,1013,48,0.96,17,,,,,1,,,
2017-01-01 18:00:00,291.54,1012,43,2.1,0,,,,,1,,,
2017-01-01 19:00:00,293.4,1011,43,2.06,0,,,,,1,,,
2017-01-01 20:00:00,294.86,1010,43,3.09,150,,,,,1,,,
2017-01-01 21:00:00,296.09,1009,47,2.06,0,,,,,1,,,
2017-01-01 22:00:00,296.45,1009,50,2.57,0,,,,,1,,,
2017-01-01 23:00:00,294.59,1009,60,2.06,0,,,,,1,,,
2017-01-02 00:00:00,292.72,1009,70,2.1,170,,,,,1,,,
2017-01-02 01:00:00,291.14,1009,78,2.06,110,,,,,1,,,
2017-01-02 02:00:00,289.42,1010,83,2.06,110,,,,,1,,,
2017-01-02 03:00:00,288.79,1010,94,2.06,130,,,,,1,,,
2017-01-02 04:00:00,287.92,1010,88,2.97,144,,,,,1,,,
2017-01-02 05:00:00,287.32,1010,94,2.57,100,,,,,1,,,
2017-01-02 06:00:00,288.98,1009,90,1.5,120,,,,,90,,,
2017-01-02 07:00:00,288.73,1009,90,1.5,0,,,,,90,,,
2017-01-02 08:00:00,289.92,1008,96,2.6,0,,,,,90,,,
2017-01-02 09:00:00,290.28,1008,94,2.06,140,0.3,0.3,,,90,,,
2017-01-02 09:00:00,290.28,1008,94,2.06,140,0.3,0.3,,,90,,,
2017-01-02 10:00:00,290.87,1008,100,1.54,0,0.3,,,,90,,,
2017-01-02 10:00:00,290.87,1008,100,1.54,0,0.3,,,,90,,,
2017-01-02 11:00:00,289.09,1010,93,4.1,330,0.5,,,,90,,,
2017-01-02 11:00:00,289.09,1010,93,4.1,330,0.5,,,,90,,,
2017-01-02 11:00:00,289.09,1010,93,4.1,330,0.5,,,,90,,,
2017-01-02 12:00:00,286.88,1010,93,3.6,300,0.7,,,,90,,,
2017-01-02 13:00:00,286.44,1010,94,3.37,304,7.6,,,,40,,,
2017-01-02 14:00:00,285.82,1011,100,1.54,290,,,,,1,,,
2017-01-02 15:00:00,288.16,1012,94,3.94,298,,5.1,,,1,,,
2017-01-02 16:00:00,290.35,1013,82,1.54,290,,,,,1,,,
2017-01-02 17:00:00,292.22,1014,64,4.12,300,,,,,1,,,
2017-01-02 18:00:00,292.91,1013,50,6.7,310,,,,,1,,,
2017-01-02 19:00:00,294.64,1012,46,4.12,290,,,,,1,,,
2017-01-02 20:00:00,295.76,1011,41,1.54,0,,,,,1,,,
2017-01-02 21:00:00,296.45,1011,38,3.6,270,,,,,1,,,
2017-01-02 22:00:00,296.16,1012,38,2.57,260,,,,,1,,,
2017-01-02 23:00:00,295.58,1012,41,2.06,280,,,,,1,,,
2017-01-03 00:00:00,292.14,1012,48,2.04,285,,,,,1,,,
2017-01-03 01:00:00,289.65,1013,52,1.54,330,,,,,1,,,
2017-01-03 02:00:00,289.56,1014,55,1.54,300,,,,,1,,,
2017-01-03 03:00:00,287.38,1014,67,2.18,267,,,,,1,,,
2017-01-03 04:00:00,286.39,1014,67,2.62,260,,,,,1,,,
2017-01-03 05:00:00,285.13,1015,71,2.97,264,,,,,1,,,
2017-01-03 06:00:00,284.36,1015,74,2.49,265,,,,,1,,,
2017-01-03 07:00:00,284.64,1015,62,2.5,274,,,,,1,,,
2017-01-03 08:00:00,282.79,1015,71,2.61,278,,,,,1,,,
2017-01-03 09:00:00,282.2,1015,81,2.74,278,,,,,1,,,
2017-01-03 10:00:00,281.73,1015,81,3.4,277,,,,,1,,,
2017-01-03 11:00:00,282.44,1015,76,2.57,310,,,,,1,,,
2017-01-03 12:00:00,282.53,1015,65,2.1,310,,,,,1,,,
2017-01-03 13:00:00,281.98,1015,50,1.54,310,,,,,1,,,
2017-01-03 14:00:00,282.61,1016,54,2.06,320,,,,,1,,,
2017-01-03 15:00:00,286.11,1017,54,3.6,300,,,,,1,,,
2017-01-03 16:00:00,290.82,1017,42,3.09,310,,,,,1,,,
2017-01-03 17:00:00,293.16,1018,40,5.14,310,,,,,1,,,
2017-01-03 18:00:00,294.59,1017,37,2.6,310,,,,,1,,,
2017-01-03 19:00:00,296.1,1017,36,2.57,0,,,,,1,,,
2017-01-03 20:00:00,296.73,1016,27,3.09,0,,,,,1,,,
2017-01-03 21:00:00,296.98,1016,24,3.09,330,,,,,1,,,
2017-01-03 22:00:00,296.01,1016,27,3.6,350,,,,,1,,,
2017-01-03 23:00:00,293.96,1017,31,2.57,350,,,,,1,,,
2017-01-04 00:00:00,290.92,1018,36,3.6,360,,,,,1,,,
2017-01-04 01:00:00,288.32,1019,48,3.09,360,,,,,1,,,
2017-01-04 02:00:00,286.1,1020,51,3.6,10,,,,,1,,,
2017-01-04 03:00:00,284.05,1021,54,4.63,360,,,,,1,,,
2017-01-04 04:00:00,282.63,1022,62,3.09,0,,,,,1,,,
2017-01-04 05:00:00,280.44,1022,66,3.09,0,,,,,1,,,
2017-01-04 06:00:00,279.56,1022,59,3.6,350,,,,,1,,,
2017-01-04 07:00:00,278.82,1022,61,2.57,350,,,,,1,,,
2017-01-04 08:00:00,278.31,1021,65,3.6,360,,,,,1,,,
2017-01-04 09:00:00,277.74,1022,70,2.57,350,,,,,1,,,
2017-01-04 10:00:00,276.9,1022,65,3.09,340,,,,,1,,,
2017-01-04 11:00:00,276.81,1022,65,3.09,360,,,,,1,,,
2017-01-04 12:00:00,276.84,1022,61,3.1,350,,,,,1,,,
2017-01-04 13:00:00,276.67,1022,65,4.12,350,,,,,1,,,
2017-01-04 14:00:00,276.93,1023,56,4.63,350,,,,,40,,,
2017-01-04 15:00:00,277.09,1023,56,2.57,350,,,,,75,,,
2017-01-04 16:00:00,277.96,1023,56,4.12,350,,,,,100,,,
2017-01-04 17:00:00,279.22,1023,52,3.6,350,,,,,75,,,
2017-01-04 18:00:00,279.08,1022,50,3.52,5,,,,,90,,,
2017-01-04 19:00:00,279.54,1021,49,2.06,0,,,,,90,,,
2017-01-04 20:00:00,280.56,1020,49,3.09,360,,,,,90,,,
2017-01-04 21:00:00,280.88,1019,49,2.18,7,,,,,75,,,
2017-01-04 22:00:00,281.47,1018,46,1.85,55,,,,,1,,,
2017-01-04 23:00:00,280.99,1017,46,2.57,10,,,,,90,,,
2017-01-05 00:00:00,280.22,1017,50,1.28,86,,,,,90,,,
2017-01-05 01:00:00,279.55,1017,53,1.3,89,,,,,40,,,
2017-01-05 02:00:00,278.8,1017,56,2.06,120,,,,,1,,,
2017-01-05 03:00:00,278.31,1016,60,2.06,120,,,,,1,,,
2017-01-05 04:00:00,276.95,1016,65,2.06,150,,,,,1,,,
2017-01-05 05:00:00,276.5,1015,70,1.54,0,,,,,1,,,
2017-01-05 06:00:00,276.92,1015,67,1.5,200,,,,,1,,,
2017-01-05 07:00:00,278.66,1014,65,3.13,201,,,,,90,,,
2017-01-05 08:00:00,279.14,1013,70,3.0,204,,,,,90,,,
2017-01-05 09:00:00,279.53,1013,66,2.91,205,,,,,90,,,
2017-01-05 10:00:00,280.49,1012,66,1.54,190,,,,,90,,,
2017-01-05 11:00:00,279.72,1012,75,2.74,210,,,,,1,,,
2017-01-05 12:00:00,279.5,1012,76,2.74,209,,,,,20,,,
2017-01-05 13:00:00,281.81,1011,76,2.49,208,,,,,90,,,
2017-01-05 14:00:00,282.62,1012,71,2.73,209,,,,,90,,,
2017-01-05 15:00:00,284.31,1013,66,1.47,268,,,,,90,,,
2017-01-05 16:00:00,284.27,1014,66,2.57,10,,,,,90,,,
2017-01-05 17:00:00,284.64,1014,66,1.54,0,,,,,90,,,
2017-01-05 18:00:00,286.04,1013,63,2.04,305,,,,,90,,,
2017-01-05 19:00:00,287.71,1013,63,3.27,331,,,,,90,,,
2017-01-05 20:00:00,289.78,1012,55,1.54,350,,,,,75,,,
2017-01-05 21:00:00,289.55,1012,51,5.14,10,,,,,1,,,
2017-01-05 22:00:00,286.46,1013,51,5.66,30,,,,,40,,,
2017-01-05 23:00:00,282.27,1014,61,4.12,30,,,,,90,,,
2017-01-06 00:00:00,279.55,1015,73,5.1,20,,,,,90,,,
2017-01-06 01:00:00,279.32,1016,70,4.63,10,,,,,90,,,
2017-01-06 02:00:00,279.04,1017,61,5.14,20,,,,,90,,,
2017-01-06 03:00:00,277.48,1018,56,5.66,360,,,,,90,,,
2017-01-06 04:00:00,276.27,1018,52,5.14,10,,,,,90,,,
2017-01-06 05:00:00,275.61,1019,51,3.09,0,,,,,90,,,
2017-01-06 06:00:00,274.17,1019,51,5.1,20,,,,,90,,,
2017-01-06 07:00:00,273.91,1020,51,3.09,350,,,,,90,,,
2017-01-06 08:00:00,273.52,1019,55,5.14,360,,,,,90,,,
2017-01-06 09:00:00,273.39,1020,55,4.12,360,,,,,90,,,
2017-01-06 10:00:00,272.42,1020,54,5.66,10,,,,,90,,,
2017-01-06 11:00:00,272.09,1021,54,4.12,360,,,,,90,,,
2017-01-06 12:00:00,271.33,1021,57,5.7,10,,,,,90,,,
2017-01-06 13:00:00,271.53,1021,54,4.63,360,,,,,90,,,
2017-01-06 14:00:00,271.45,1022,50,4.63,10,,,,,90,,,
2017-01-06 15:00:00,271.47,1023,54,4.12,10,,,,,90,,,
2017-01-06 16:00:00,271.5,1024,54,4.12,10,,,,,90,,,
2017-01-06 17:00:00,271.86,1024,50,4.63,350,,,,,90,,,
2017-01-06 18:00:00,272.35,1025,50,4.1,360,,,,,90,,,
2017-01-06 19:00:00,272.64,1024,54,4.63,10,,,,,90,,,
2017-01-06 20:00:00,273.19,1024,51,6.69,10,,,,,90,,,
2017-01-06 21:00:00,273.07,1025,51,5.66,360,,,,,90,,,
2017-01-06 22:00:00,272.68,1026,59,6.17,360,,,,,90,,,
2017-01-06 23:00:00,272.58,1027,54,4.12,360,,,,,90,,,
2017-01-07 00:00:00,271.91,1029,50,4.6,360,,,,,1,,,
2017-01-07 01:00:00,271.89,1030,54,5.14,350,,,,,1,,,
2017-01-07 02:00:00,270.95,1031,54,4.63,340,,,,,1,,,
2017-01-07 03:00:00,269.84,1032,54,4.12,360,,,,,1,,,
2017-01-07 04:00:00,269.4,1033,58,4.12,360,,,,,1,,,
2017-01-07 05:00:00,268.78,1034,58,3.6,350,,,,,1,,,
2017-01-07 06:00:00,268.15,1035,64,4.6,350,,,,,1,,,
2017-01-07 07:00:00,267.85,1035,63,4.63,360,,,,,1,,,
2017-01-07 08:00:00,267.61,1035,62,2.57,0,,,,,1,,,
2017-01-07 09:00:00,267.22,1036,68,3.09,360,,,,,1,,,
2017-01-07 10:00:00,266.81,1037,68,2.06,350,,,,,1,,,
2017-01-07 11:00:00,266.41,1038,73,2.06,340,,,,,1,,,
2017-01-07 12:00:00,265.95,1038,70,2.1,350,,,,,1,,,
2017-01-07 13:00:00,265.93,1039,73,3.6,340,,,,,1,,,
2017-01-07 14:00:00,266.87,1041,63,3.6,340,,,,,1,,,
2017-01-07 15:00:00,268.63,1042,63,3.6,340,,,,,1,,,
2017-01-07 16:00:00,270.94,1042,50,3.09,350,,,,,1,,,
2017-01-07 17:00:00,272.69,1042,43,3.09,350,,,,,1,,,
2017-01-07 18:00:00,274.47,1042,34,2.6,330,,,,,1,,,
2017-01-07 19:00:00,276.29,1041,32,2.06,350,,,,,1,,,
2017-01-07 20:00:00,277.54,1040,26,3.21,5,,,,,1,,,
2017-01-07 21:00:00,278.54,1039,24,2.57,10,,,,,1,,,
2017-01-07 22:00:00,278.61,1039,22,2.06,0,,,,,1,,,
2017-01-07 23:00:00,278.28,1039,26,1.86,23,,,,,1,,,
2017-01-08 00:00:00,276.11,1040,28,1.5,30,,,,,1,,,
2017-01-08 01:00:00,274.42,1040,35,1.54,30,,,,,1,,,
2017-01-08 02:00:00,272.29,1041,37,2.84,61,,,,,1,,,
2017-01-08 03:00:00,271.16,1041,40,2.32,50,,,,,1,,,
2017-01-08 04:00:00,270.22,1041,46,2.44,54,,,,,1,,,
2017-01-08 05:00:00,269.85,1042,43,2.48,68,,,,,1,,,
2017-01-08 06:00:00,270.6,1042,52,2.4,87,,,,,1,,,
2017-01-08 07:00:00,268.86,1041,63,2.23,102,,,,,1,,,
2017-01-08 08:00:00,268.87,1041,58,2.2,124,,,,,1,,,
2017-01-08 09:00:00,268.08,1040,68,2.24,136,,,,,1,,,
2017-01-08 10:00:00,267.86,1040,68,2.13,181,,,,,1,,,
2017-01-08 11:00:00,267.07,1040,73,2.31,185,,,,,1,,,
2017-01-08 12:00:00,267.68,1040,71,2.24,175,,,,,1,,,
2017-01-08 13:00:00,267.33,1040,79,2.39,165,,,,,1,,,
2017-01-08 14:00:00,267.41,1040,79,2.03,173,,,,,1,,,
2017-01-08 15:00:00,271.74,1040,54,2.88,169,,,,,1,,,
2017-01-08 16:00:00,275.66,1040,44,3.6,170,,,,,1,,,
2017-01-08 17:00:00,277.99,1039,38,3.6,160,,,,,1,,,
2017-01-08 18:00:00,279.85,1038,30,2.6,0,,,,,1,,,
2017-01-08 19:00:00,281.7,1037,23,2.06,170,,,,,1,,,
2017-01-08 20:00:00,283.08,1035,21,3.6,170,,,,,1,,,
2017-01-08 21:00:00,283.77,1034,19,3.6,190,,,,,1,,,
2017-01-08 22:00:00,283.86,1033,20,3.6,160,,,,,1,,,
2017-01-08 23:00:00,283.51,1033,25,3.09,0,,,,,1,,,
2017-01-09 00:00:00,281.88,1032,35,2.1,0,,,,,1,,,
2017-01-09 01:00:00,281.87,1032,40,2.57,160,,,,,90,,,
2017-01-09 02:00:00,281.2,1032,43,1.54,180,,,,,40,,,
2017-01-09 03:00:00,279.76,1033,46,1.54,130,,,,,1,,,
2017-01-09 04:00:00,277.87,1033,49,1.54,170,,,,,1,,,
2017-01-09 05:00:00,277.66,1032,61,1.54,0,,,,,1,,,
2017-01-09 06:00:00,279.26,1032,64,1.5,0,,,,,90,,,
2017-01-09 07:00:00,279.85,1031,70,1.54,0,,,,,90,,,
2017-01-09 08:00:00,279.87,1030,70,2.84,186,,,,,90,,,
2017-01-09 09:00:00,280.4,1030,76,2.66,187,,,,,90,,,
2017-01-09 10:00:00,280.3,1029,76,2.06,160,,,,,75,,,
2017-01-09 11:00:00,279.49,1028,81,1.54,140,,,,,40,,,
2017-01-09 12:00:00,278.37,1028,85,2.57,182,,,,,20,,,
2017-01-09 13:00:00,278.96,1028,81,2.59,191,,,,,90,,,
2017-01-09 14:00:00,279.91,1029,81,3.08,196,,,,,90,,,
2017-01-09 15:00:00,281.61,1029,76,3.32,193,,,,,90,,,
2017-01-09 16:00:00,284.33,1029,71,3.6,160,,,,,90,,,
2017-01-09 17:00:00,288.79,1028,64,3.1,0,,,,,75,,,
2017-01-09 18:00:00,291.11,1027,65,3.1,0,,,,,40,,,
2017-01-09 19:00:00,292.51,1025,60,4.63,200,,,,,75,,,
2017-01-09 20:00:00,293.83,1024,53,5.14,210,,,,,90,,,
2017-01-09 21:00:00,294.55,1023,53,5.14,190,,,,,20,,,
2017-01-09 22:00:00,295.05,1022,50,4.12,200,,,,,1,,,
2017-01-09 23:00:00,294.19,1021,53,4.12,200,,,,,1,,,
2017-01-10 00:00:00,292.59,1021,56,3.1,170,,,,,1,,,
2017-01-10 01:00:00,290.96,1021,60,2.57,0,,,,,1,,,
2017-01-10 02:00:00,289.59,1022,63,2.06,180,,,,,1,,,
2017-01-10 03:00:00,289.16,1021,68,2.57,170,,,,,1,,,
2017-01-10 04:00:00,289.28,1021,77,2.06,170,,,,,1,,,
2017-01-10 05:00:00,289.15,1021,77,3.09,180,,,,,1,,,
2017-01-10 06:00:00,288.71,1020,83,3.6,180,,,,,1,,,
2017-01-10 07:00:00,288.77,1019,82,3.09,190,,,,,20,,,
2017-01-10 08:00:00,288.76,1019,82,3.09,0,,,,,20,,,
2017-01-10 09:00:00,288.68,1018,82,3.6,200,,,,,75,,,
2017-01-10 10:00:00,288.26,1017,89,3.1,0,,,,,75,,,
2017-01-10 11:00:00,288.64,1016,88,4.63,190,,,,,90,,,
2017-01-10 12:00:00,288.64,1017,86,4.1,200,,,,,90,,,
2017-01-10 13:00:00,288.19,1017,82,2.57,0,,,,,40,,,
2017-01-10 14:00:00,288.41,1017,82,3.6,200,,,,,1,,,
2017-01-10 15:00:00,289.66,1018,77,3.6,200,,,,,1,,,
2017-01-10 16:00:00,291.62,1019,73,4.12,180,,,,,1,,,
2017-01-10 17:00:00,293.79,1019,60,4.63,210,,,,,1,,,
2017-01-10 18:00:00,295.56,1018,57,4.6,190,,,,,1,,,
2017-01-10 19:00:00,297.2,1017,50,5.14,200,,,,,1,,,
2017-01-10 20:00:00,298.32,1016,47,3.09,200,,,,,1,,,
2017-01-10 21:00:00,299.04,1015,45,3.6,220,,,,,1,,,
2017-01-10 22:00:00,299.29,1015,45,3.09,210,,,,,1,,,
2017-01-10 23:00:00,298.83,1015,42,2.06,0,,,,,1,,,
2017-01-11 00:00:00,295.95,1015,49,2.9,142,,,,,1,,,
2017-01-11 01:00:00,292.4,1016,60,2.57,133,,,,,1,,,
2017-01-11 02:00:00,291.22,1016,68,2.97,143,,,,,1,,,
2017-01-11 03:00:00,291.02,1016,73,1.54,180,,,,,1,,,
2017-01-11 04:00:00,290.56,1017,73,2.06,0,,,,,1,,,
2017-01-11 05:00:00,290.2,1017,77,2.57,170,,,,,1,,,
2017-01-11 06:00:00,289.66,1017,80,2.1,190,,,,,1,,,
2017-01-11 07:00:00,289.5,1016,82,2.06,190,,,,,1,,,
2017-01-11 08:00:00,289.66,1016,82,2.57,170,,,,,1,,,
2017-01-11 09:00:00,288.97,1016,88,3.6,170,,,,,1,,,
2017-01-11 10:00:00,288.75,1015,88,2.57,0,,,,,1,,,
2017-01-11 11:00:00,288.04,1015,88,2.57,170,,,,,1,,,
2017-01-11 12:00:00,288.96,1015,89,2.6,190,,,,,90,,,
2017-01-11 13:00:00,289.57,1015,94,3.09,0,,,,,90,,,
2017-01-11 14:00:00,290.25,1016,88,3.6,190,,,,,90,,,
2017-01-11 15:00:00,290.98,1016,88,3.09,190,,,,,90,,,
2017-01-11 16:00:00,292.66,1017,83,3.6,180,,,,,90,,,
2017-01-11 17:00:00,294.21,1016,78,4.63,190,,,,,90,,,
2017-01-11 18:00:00,296.16,1015,65,4.1,180,,,,,90,,,
2017-01-11 19:00:00,297.19,1014,61,4.63,200,,,,,75,,,
2017-01-11 20:00:00,299.05,1013,54,6.17,200,,,,,40,,,
2017-01-11 21:00:00,299.5,1012,51,5.14,170,,,,,20,,,
2017-01-11 22:00:00,299.06,1012,51,4.63,180,,,,,1,,,
2017-01-11 23:00:00,298.17,1012,54,3.6,180,,,,,1,,,
2017-01-12 00:00:00,296.42,1012,59,5.18,169,,,,,1,,,
2017-01-12 01:00:00,295.36,1012,65,5.14,150,,,,,1,,,
2017-01-12 02:00:00,294.57,1013,73,3.09,160,,,,,1,,,
2017-01-12 03:00:00,293.65,1014,73,4.63,180,,,,,1,,,
2017-01-12 04:00:00,293.11,1014,83,3.09,170,,,,,20,,,
2017-01-12 05:00:00,293.29,1015,83,2.57,0,,,,,90,,,
2017-01-12 06:00:00,293.06,1015,83,3.6,170,,,,,90,,,
2017-01-12 07:00:00,293.37,1015,83,6.76,185,,,,,90,,,
2017-01-12 08:00:00,293.4,1015,83,4.12,180,,,,,90,,,
2017-01-12 09:00:00,293.76,1015,78,2.06,0,,,,,90,,,
2017-01-12 10:00:00,293.35,1016,78,2.57,0,,,,,90,,,
2017-01-12 11:00:00,292.86,1015,88,1.54,0,,,,,90,,,
2017-01-12 12:00:00,292.73,1016,83,2.1,0,,,,,90,,,
2017-01-12 13:00:00,292.31,1016,88,2.06,180,,,,,90,,,
2017-01-12 14:00:00,291.86,1017,88,2.06,0,,,,,90,,,
2017-01-12 15:00:00,293.52,1018,88,1.54,0,,,,,90,,,
2017-01-12 16:00:00,294.81,1019,83,4.12,190,,,,,90,,,
2017-01-12 17:00:00,296.45,1019,73,3.6,200,,,,,90,,,
2017-01-12 18:00:00,297.85,1019,61,3.6,180,,,,,40,,,
2017-01-12 19:00:00,298.4,1018,57,4.12,190,,,,,90,,,
2017-01-12 20:00:00,298.72,1018,54,4.12,190,,,,,90,,,
2017-01-12 21:00:00,299.41,1017,54,3.09,0,,,,,75,,,
2017-01-12 22:00:00,299.27,1018,51,3.6,170,,,,,75,,,
2017-01-12 23:00:00,298.54,1018,54,3.6,150,,,,,75,,,
2017-01-13 00:00:00,297.32,1018,62,4.1,130,,,,,20,,,
2017-01-13 01:00:00,296.77,1019,65,4.63,140,,,,,90,,,
2017-01-13 02:00:00,295.62,1020,70,4.1,140,,,,,90,,,
2017-01-13 03:00:00,295.36,1021,78,5.14,140,,,,,90,,,
2017-01-13 04:00:00,294.86,1021,76,5.1,130,,,,,90,,,
2017-01-13 05:00:00,294.54,1021,81,3.6,140,,,,,90,,,
2017-01-13 06:00:00,293.8,1022,84,3.6,150,,,,,90,,,
2017-01-13 07:00:00,293.77,1022,83,4.63,140,,,,,90,,,
2017-01-13 08:00:00,293.39,1022,88,2.57,160,,,,,90,,,
2017-01-13 09:00:00,293.3,1022,88,2.57,0,,,,,90,,,
2017-01-13 10:00:00,293.28,1023,88,2.57,0,,,,,90,,,
2017-01-13 11:00:00,293.1,1023,88,2.57,140,,,,,90,,,
2017-01-13 12:00:00,293.33,1023,89,2.6,120,,,,,90,,,
2017-01-13 13:00:00,293.02,1023,94,3.09,110,0.55,,,,90,,,
2017-01-13 13:00:00,293.02,1023,94,3.09,110,0.55,,,,90,,,
2017-01-13 14:00:00,292.92,1024,100,2.1,150,3.05,,,,90,,,
2017-01-13 14:00:00,292.92,1024,100,2.1,150,3.05,,,,90,,,
2017-01-13 15:00:00,293.54,1025,100,2.57,160,1.4,11.45,,,90,,,
2017-01-13 16:00:00,295.09,1026,100,3.09,0,,,,,90,,,
2017-01-13 17:00:00,296.16,1026,89,3.6,160,0.5,,,,75,,,
2017-01-13 18:00:00,297.54,1026,76,4.6,150,,,,,40,,,
2017-01-13 19:00:00,297.88,1025,65,5.14,160,,,,,90,,,
2017-01-13 20:00:00,297.86,1024,61,3.09,160,,,,,90,,,
2017-01-13 21:00:00,298.56,1024,54,3.09,0,,,,,90,,,
2017-01-13 22:00:00,298.82,1024,48,2.57,150,,,,,90,,,
2017-01-13 23:00:00,298.22,1024,50,3.6,160,,,,,90,,,
2017-01-14 00:00:00,296.14,1025,53,3.6,130,,,,,90,,,
2017-01-14 01:00:00,292.72,1026,73,2.57,40,,,,,90,,,
2017-01-14 02:00:00,289.91,1026,72,2.57,0,,,,,40,,,
2017-01-14 03:00:00,288.31,1027,77,2.06,0,,,,,90,,,
2017-01-14 04:00:00,287.08,1028,82,2.06,20,,,,,1,,,
2017-01-14 05:00:00,286.33,1028,88,2.57,30,,,,,90,,,
2017-01-14 06:00:00,285.95,1028,83,1.5,0,,,,,90,,,
2017-01-14 07:00:00,285.77,1027,83,2.26,104,,,,,90,,,
2017-01-14 08:00:00,285.44,1028,88,2.06,10,,,,,90,,,
2017-01-14 09:00:00,285.26,1028,88,2.57,350,,,,,90,,,
2017-01-14 10:00:00,284.69,1028,92,1.47,71,,,,,90,,,
2017-01-14 10:00:00,284.69,1028,92,1.47,71,,,,,90,,,
2017-01-14 11:00:00,284.34,1027,94,1.54,0,1.3,,,,90,,,
2017-01-14 11:00:00,284.34,1027,94,1.54,0,1.3,,,,90,,,
2017-01-14 12:00:00,284.02,1027,96,2.1,10,0.5,,,,90,,,
2017-01-14 13:00:00,283.23,1028,100,2.06,0,,,,,90,,,
2017-01-14 13:00:00,283.23,1028,100,2.06,0,,,,,90,,,
2017-01-14 14:00:00,283.05,1028,100,2.57,0,0.3,,,,90,,,
2017-01-14 15:00:00,282.9,1028,96,2.1,30,,1.8,,,90,,,
2017-01-14 15:00:00,282.9,1028,96,2.1,30,,1.8,,,90,,,
2017-01-14 16:00:00,283.21,1029,100,1.54,0,,,,,90,,,
2017-01-14 17:00:00,283.76,1029,100,2.57,98,,,,,90,,,
2017-01-14 18:00:00,284.46,1029,100,2.6,20,,,,,90,,,
2017-01-14 19:00:00,285.16,1027,100,1.54,20,,,,,90,,,
2017-01-14 20:00:00,285.5,1026,94,1.54,0,,,,,90,,,
2017-01-14 21:00:00,285.85,1026,94,2.57,30,,,,,90,,,
2017-01-14 22:00:00,285.74,1025,94,2.06,20,,,,,90,,,
2017-01-14 23:00:00,285.76,1025,94,1.54,0,,,,,90,,,
2017-01-15 00:00:00,285.11,1025,96,1.5,0,,,,,90,,,
2017-01-15 01:00:00,284.8,1026,94,2.57,10,,,,,90,,,
2017-01-15 02:00:00,284.29,1026,94,1.54,20,,,,,90,,,
2017-01-15 03:00:00,283.61,1026,93,2.95,57,,,,,90,,,
2017-01-15 04:00:00,283.3,1026,93,1.54,0,,,,,90,,,
2017-01-15 05:00:00,283.75,1025,87,1.54,20,,,,,90,,,
2017-01-15 06:00:00,283.84,1025,92,2.74,99,,,,,90,,,
2017-01-15 07:00:00,284.03,1024,100,2.86,108,,,,,90,,,
2017-01-15 08:00:00,284.22,1023,94,1.54,10,,,,,90,,,
2017-01-15 09:00:00,284.56,1022,94,3.55,109,,,,,90,,,
2017-01-15 10:00:00,284.62,1022,94,3.13,126,,,,,90,,,
2017-01-15 11:00:00,284.87,1021,94,3.02,119,,,,,90,,,
2017-01-15 12:00:00,284.87,1021,96,2.53,106,,,,,90,,,
2017-01-15 13:00:00,284.97,1021,100,1.54,0,,,,,90,,,
2017-01-15 14:00:00,284.88,1021,100,2.85,81,0.3,,,,90,,,
2017-01-15 14:00:00,284.88,1021,100,2.85,81,0.3,,,,90,,,
2017-01-15 15:00:00,285.3,1021,96,3.52,95,0.3,0.5,,,90,,,
2017-01-15 15:00:00,285.3,1021,96,3.52,95,0.3,0.5,,,90,,,
2017-01-15 16:00:00,285.98,1021,100,4.02,99,,,,,90,,,
2017-01-15 17:00:00,286.97,1020,100,1.54,0,,,,,90,,,
2017-01-15 18:00:00,287.33,1018,100,1.5,0,,,,,90,,,
2017-01-15 19:00:00,288.92,1015,100,5.7,133,0.3,,,,90,,,
2017-01-15 19:00:00,288.92,1015,100,5.7,133,0.3,,,,90,,,
2017-01-15 20:00:00,291.17,1013,100,1.54,0,,,,,90,,,
2017-01-15 21:00:00,294.33,1012,94,1.54,110,,0.3,,,40,,,
2017-01-15 21:00:00,294.33,1012,94,1.54,110,,0.3,,,40,,,
2017-01-15 22:00:00,295.57,1011,83,3.6,140,0.3,,,,75,,,
